node_index,node_id,node_type,node_name,node_source,node_classification
60769,6977,gene_protein,TRGV4,NCBI,Gene
60770,6978,gene_protein,TRGV5,NCBI,Gene
60771,6982,gene_protein,TRGV8,NCBI,Gene
60772,6984,gene_protein,TRGV10,NCBI,Gene
60773,6985,gene_protein,TRGV11,NCBI,Gene
60775,80177,gene_protein,MYCT1,NCBI,Gene
60776,57234,gene_protein,LINC00869,NCBI,Gene
60777,9284,gene_protein,NPIPA1,NCBI,Gene
60778,55511,gene_protein,SAGE1,NCBI,Gene
60779,56260,gene_protein,C8orf44,NCBI,Gene
60781,162699,gene_protein,ELOA3P,NCBI,Gene
60782,199870,gene_protein,FAM76A,NCBI,Gene
60783,221711,gene_protein,SYCP2L,NCBI,Gene
60784,284697,gene_protein,BTBD8,NCBI,Gene
60785,389125,gene_protein,MUSTN1,NCBI,Gene
60787,642778,gene_protein,NPIPA3,NCBI,Gene
60788,642799,gene_protein,NPIPA2,NCBI,Gene
60789,728734,gene_protein,NPIPB8,NCBI,Gene
60790,728741,gene_protein,NPIPB6,NCBI,Gene
60791,729978,gene_protein,NPIPB2,NCBI,Gene
60792,100288332,gene_protein,NPIPA5,NCBI,Gene
60793,100310846,gene_protein,ANKRD61,NCBI,Gene
60794,100507607,gene_protein,NPIPB9,NCBI,Gene
60795,101059953,gene_protein,NPIPA8,NCBI,Gene
60796,339970,gene_protein,POLR2MP1,NCBI,Gene
60797,84536,gene_protein,LINC01547,NCBI,Gene
60799,84070,gene_protein,FAM186B,NCBI,Gene
60800,345222,gene_protein,MSANTD1,NCBI,Gene
60801,6082,gene_protein,SNORD20,NCBI,Gene
60802,6083,gene_protein,SNORD21,NCBI,Gene
60804,8944,gene_protein,SNORD73A,NCBI,Gene
60805,25826,gene_protein,SNORD82,NCBI,Gene
60806,26765,gene_protein,SNORD12C,NCBI,Gene
60807,26766,gene_protein,RNU105C,NCBI,Gene
60808,26767,gene_protein,RNU105B,NCBI,Gene
60809,26768,gene_protein,SNORA73B,NCBI,Gene
60810,26769,gene_protein,SNORD81,NCBI,Gene
60811,26770,gene_protein,SNORD79,NCBI,Gene
60812,26771,gene_protein,SNORD102,NCBI,Gene
60813,26772,gene_protein,SNORD4B,NCBI,Gene
60814,26773,gene_protein,SNORD4A,NCBI,Gene
60815,26774,gene_protein,SNORD80,NCBI,Gene
60816,26775,gene_protein,SNORA72,NCBI,Gene
60817,26776,gene_protein,SNORA71B,NCBI,Gene
60818,26777,gene_protein,SNORA71A,NCBI,Gene
60819,26778,gene_protein,SNORA70,NCBI,Gene
60820,26779,gene_protein,SNORA69,NCBI,Gene
60821,26780,gene_protein,SNORA68,NCBI,Gene
60822,26781,gene_protein,SNORA67,NCBI,Gene
60823,26782,gene_protein,SNORA66,NCBI,Gene
60824,26783,gene_protein,SNORA65,NCBI,Gene
60825,26785,gene_protein,SNORD63,NCBI,Gene
60826,26786,gene_protein,SNORD62A,NCBI,Gene
60827,26787,gene_protein,SNORD61,NCBI,Gene
60828,26788,gene_protein,SNORD60,NCBI,Gene
60829,26789,gene_protein,SNORD59A,NCBI,Gene
60830,26790,gene_protein,SNORD58B,NCBI,Gene
60831,26791,gene_protein,SNORD58A,NCBI,Gene
60832,26792,gene_protein,SNORD57,NCBI,Gene
60833,26793,gene_protein,SNORD56,NCBI,Gene
60834,26795,gene_protein,SNORD54,NCBI,Gene
60835,26796,gene_protein,SNORD53,NCBI,Gene
60836,26798,gene_protein,SNORD51,NCBI,Gene
60837,26799,gene_protein,SNORD50A,NCBI,Gene
60838,26800,gene_protein,SNORD49A,NCBI,Gene
60839,26802,gene_protein,SNORD47,NCBI,Gene
60840,26804,gene_protein,SNORD45B,NCBI,Gene
60841,26805,gene_protein,SNORD45A,NCBI,Gene
60842,26806,gene_protein,SNORD44,NCBI,Gene
60843,26807,gene_protein,SNORD43,NCBI,Gene
60844,26808,gene_protein,SNORD42B,NCBI,Gene
60845,26809,gene_protein,SNORD42A,NCBI,Gene
60846,26810,gene_protein,SNORD41,NCBI,Gene
60847,26812,gene_protein,SNORD37,NCBI,Gene
60848,26813,gene_protein,SNORD36C,NCBI,Gene
60849,26814,gene_protein,SNORD36B,NCBI,Gene
60850,26815,gene_protein,SNORD36A,NCBI,Gene
60851,26816,gene_protein,SNORD35A,NCBI,Gene
60852,26817,gene_protein,SNORD34,NCBI,Gene
60853,26818,gene_protein,SNORD33,NCBI,Gene
60854,26819,gene_protein,SNORD32A,NCBI,Gene
60855,26820,gene_protein,SNORD24,NCBI,Gene
60856,26822,gene_protein,SNORD14A,NCBI,Gene
60857,26843,gene_protein,SNORD3P3,NCBI,Gene
60858,26851,gene_protein,SNORD3B-1,NCBI,Gene
60859,84546,gene_protein,SNORD35B,NCBI,Gene
60860,85028,gene_protein,SNHG12,NCBI,Gene
60861,85388,gene_protein,SNORD14B,NCBI,Gene
60862,85389,gene_protein,SNORD14C,NCBI,Gene
60863,85390,gene_protein,SNORD14D,NCBI,Gene
60864,91380,gene_protein,SNORD107,NCBI,Gene
60865,94161,gene_protein,SNORD46,NCBI,Gene
60866,94162,gene_protein,SNORD38A,NCBI,Gene
60867,94163,gene_protein,SNORD38B,NCBI,Gene
60868,114599,gene_protein,SNORD15B,NCBI,Gene
60869,114655,gene_protein,SNORD73B,NCBI,Gene
60870,116936,gene_protein,SNORD139,NCBI,Gene
60871,116937,gene_protein,SNORD83A,NCBI,Gene
60872,116938,gene_protein,SNORD83B,NCBI,Gene
60873,125144,gene_protein,SNHG29,NCBI,Gene
60874,283596,gene_protein,SNHG10,NCBI,Gene
60875,319103,gene_protein,SNORD8,NCBI,Gene
60876,319139,gene_protein,SNORD56B,NCBI,Gene
60877,338427,gene_protein,SNORD108,NCBI,Gene
60878,338428,gene_protein,SNORD109A,NCBI,Gene
60879,347686,gene_protein,SNORD64,NCBI,Gene
60880,347745,gene_protein,PWAR4,NCBI,Gene
60882,574040,gene_protein,SNORA6,NCBI,Gene
60883,574042,gene_protein,SNORA10,NCBI,Gene
60884,594837,gene_protein,SNORD101,NCBI,Gene
60885,594838,gene_protein,SNORD100,NCBI,Gene
60886,594839,gene_protein,SNORA33,NCBI,Gene
60887,595097,gene_protein,SNORD16,NCBI,Gene
60888,595098,gene_protein,SNORD18A,NCBI,Gene
60889,595099,gene_protein,SNORD18B,NCBI,Gene
60890,595100,gene_protein,SNORD18C,NCBI,Gene
60891,606500,gene_protein,SNORD68,NCBI,Gene
60892,619383,gene_protein,SCARNA9,NCBI,Gene
60893,619498,gene_protein,SNORD74,NCBI,Gene
60894,619499,gene_protein,SNORA27,NCBI,Gene
60895,619505,gene_protein,SNORA21,NCBI,Gene
60896,619562,gene_protein,SNORA3A,NCBI,Gene
60897,619563,gene_protein,SNORA7A,NCBI,Gene
60898,619564,gene_protein,SNORD72,NCBI,Gene
60899,619565,gene_protein,SNORA52,NCBI,Gene
60900,619567,gene_protein,SNORD2,NCBI,Gene
60901,619568,gene_protein,SNORA4,NCBI,Gene
60902,619569,gene_protein,SNORA41,NCBI,Gene
60903,619570,gene_protein,SNORD95,NCBI,Gene
60904,641451,gene_protein,SNORA19,NCBI,Gene
60905,641648,gene_protein,SNORD87,NCBI,Gene
60906,652965,gene_protein,SNORA48,NCBI,Gene
60907,652966,gene_protein,SNORD10,NCBI,Gene
60908,654319,gene_protein,SNORA5A,NCBI,Gene
60909,654320,gene_protein,SNORA8,NCBI,Gene
60910,654321,gene_protein,SNORA75,NCBI,Gene
60911,654322,gene_protein,SNORA13,NCBI,Gene
60912,677679,gene_protein,SCARNA3,NCBI,Gene
60913,677681,gene_protein,SCARNA20,NCBI,Gene
60914,677763,gene_protein,SCARNA21,NCBI,Gene
60915,677765,gene_protein,SCARNA18,NCBI,Gene
60916,677766,gene_protein,SCARNA2,NCBI,Gene
60917,677767,gene_protein,SCARNA7,NCBI,Gene
60918,677768,gene_protein,SCARNA13,NCBI,Gene
60919,677769,gene_protein,SCARNA17,NCBI,Gene
60920,677770,gene_protein,SCARNA22,NCBI,Gene
60921,677771,gene_protein,SCARNA4,NCBI,Gene
60922,677772,gene_protein,SCARNA6,NCBI,Gene
60923,677773,gene_protein,SCARNA23,NCBI,Gene
60924,677774,gene_protein,SCARNA1,NCBI,Gene
60925,677775,gene_protein,SCARNA5,NCBI,Gene
60926,677776,gene_protein,SCARNA8,NCBI,Gene
60927,677777,gene_protein,SCARNA12,NCBI,Gene
60928,677778,gene_protein,SCARNA15,NCBI,Gene
60929,677780,gene_protein,SCARNA11,NCBI,Gene
60930,677781,gene_protein,SCARNA16,NCBI,Gene
60931,677792,gene_protein,SNORA1,NCBI,Gene
60932,677793,gene_protein,SNORA2A,NCBI,Gene
60933,677794,gene_protein,SNORA2B,NCBI,Gene
60934,677795,gene_protein,SNORA5B,NCBI,Gene
60935,677796,gene_protein,SNORA5C,NCBI,Gene
60936,677797,gene_protein,SNORA7B,NCBI,Gene
60937,677798,gene_protein,SNORA9,NCBI,Gene
60938,677799,gene_protein,SNORA11,NCBI,Gene
60939,677800,gene_protein,SNORA12,NCBI,Gene
60940,677801,gene_protein,SNORA14A,NCBI,Gene
60941,677802,gene_protein,SNORA14B,NCBI,Gene
60942,677803,gene_protein,SNORA15,NCBI,Gene
60943,677804,gene_protein,SNORA17A,NCBI,Gene
60944,677805,gene_protein,SNORA18,NCBI,Gene
60945,677806,gene_protein,SNORA20,NCBI,Gene
60946,677807,gene_protein,SNORA22,NCBI,Gene
60947,677808,gene_protein,SNORA23,NCBI,Gene
60948,677809,gene_protein,SNORA24,NCBI,Gene
60949,677810,gene_protein,SNORA26,NCBI,Gene
60950,677811,gene_protein,SNORA28,NCBI,Gene
60951,677812,gene_protein,SNORA29,NCBI,Gene
60952,677813,gene_protein,SNORA30,NCBI,Gene
60953,677815,gene_protein,SNORA2C,NCBI,Gene
60954,677816,gene_protein,SNORA35,NCBI,Gene
60955,677817,gene_protein,SNORA36A,NCBI,Gene
60956,677818,gene_protein,SNORA36B,NCBI,Gene
60957,677819,gene_protein,SNORA37,NCBI,Gene
60958,677820,gene_protein,SNORA38,NCBI,Gene
60959,677821,gene_protein,SNORA71E,NCBI,Gene
60960,677822,gene_protein,SNORA40,NCBI,Gene
60961,677823,gene_protein,SNORA80E,NCBI,Gene
60962,677824,gene_protein,SNORA17B,NCBI,Gene
60963,677825,gene_protein,SNORA44,NCBI,Gene
60964,677826,gene_protein,SNORA3B,NCBI,Gene
60965,677827,gene_protein,SNORA46,NCBI,Gene
60966,677828,gene_protein,SNORA47,NCBI,Gene
60967,677829,gene_protein,SNORA49,NCBI,Gene
60968,677830,gene_protein,SNORA50A,NCBI,Gene
60969,677831,gene_protein,SNORA51,NCBI,Gene
60970,677832,gene_protein,SNORA53,NCBI,Gene
60971,677834,gene_protein,SNORA55,NCBI,Gene
60972,677835,gene_protein,SNORA56,NCBI,Gene
60973,677836,gene_protein,SNORA58,NCBI,Gene
60974,677837,gene_protein,SNORA60,NCBI,Gene
60975,677838,gene_protein,SNORA61,NCBI,Gene
60976,677839,gene_protein,SNORA71C,NCBI,Gene
60977,677840,gene_protein,SNORA71D,NCBI,Gene
60978,677841,gene_protein,SNORA74B,NCBI,Gene
60979,677842,gene_protein,SNORA50C,NCBI,Gene
60980,677843,gene_protein,SNORA77,NCBI,Gene
60981,677844,gene_protein,SNORA78,NCBI,Gene
60982,677845,gene_protein,SNORA79,NCBI,Gene
60983,677846,gene_protein,SNORA80A,NCBI,Gene
60984,677847,gene_protein,SNORA81,NCBI,Gene
60985,677848,gene_protein,SNORD1A,NCBI,Gene
60986,677849,gene_protein,SNORD1B,NCBI,Gene
60987,677850,gene_protein,SNORD1C,NCBI,Gene
60988,677882,gene_protein,SNORA59B,NCBI,Gene
60989,684959,gene_protein,SNORA25,NCBI,Gene
60990,692053,gene_protein,SNORD9,NCBI,Gene
60991,692057,gene_protein,SNORD12,NCBI,Gene
60992,692058,gene_protein,SNORD11,NCBI,Gene
60993,692063,gene_protein,SNORA32,NCBI,Gene
60994,692072,gene_protein,SNORD5,NCBI,Gene
60995,692073,gene_protein,SNORA16A,NCBI,Gene
60996,692075,gene_protein,SNORD6,NCBI,Gene
60997,692076,gene_protein,SNORD7,NCBI,Gene
60998,692084,gene_protein,SNORD13,NCBI,Gene
60999,692085,gene_protein,SNORD45C,NCBI,Gene
61000,692086,gene_protein,SNORD17,NCBI,Gene
61001,692087,gene_protein,SNORD49B,NCBI,Gene
61002,692088,gene_protein,SNORD50B,NCBI,Gene
61003,692089,gene_protein,SNORD19,NCBI,Gene
61004,692090,gene_protein,SNORD59B,NCBI,Gene
61005,692091,gene_protein,SNORD23,NCBI,Gene
61006,692092,gene_protein,SNORD32B,NCBI,Gene
61007,692106,gene_protein,SNORD65,NCBI,Gene
61008,692107,gene_protein,SNORD66,NCBI,Gene
61009,692108,gene_protein,SNORD67,NCBI,Gene
61010,692109,gene_protein,SNORD69,NCBI,Gene
61011,692110,gene_protein,SNORD70,NCBI,Gene
61012,692111,gene_protein,SNORD71,NCBI,Gene
61013,692148,gene_protein,SCARNA10,NCBI,Gene
61014,692149,gene_protein,SCARNA14,NCBI,Gene
61015,692158,gene_protein,SNORA57,NCBI,Gene
61016,692195,gene_protein,SNORD75,NCBI,Gene
61017,692196,gene_protein,SNORD76,NCBI,Gene
61018,692197,gene_protein,SNORD77,NCBI,Gene
61019,692198,gene_protein,SNORD78,NCBI,Gene
61020,692199,gene_protein,SNORD84,NCBI,Gene
61021,692201,gene_protein,SNORD86,NCBI,Gene
61022,692202,gene_protein,SNORD88A,NCBI,Gene
61023,692203,gene_protein,SNORD88B,NCBI,Gene
61024,692204,gene_protein,SNORD88C,NCBI,Gene
61025,692205,gene_protein,SNORD89,NCBI,Gene
61026,692206,gene_protein,SNORD90,NCBI,Gene
61027,692207,gene_protein,SNORD91A,NCBI,Gene
61028,692208,gene_protein,SNORD91B,NCBI,Gene
61029,692209,gene_protein,SNORD92,NCBI,Gene
61030,692210,gene_protein,SNORD93,NCBI,Gene
61031,692211,gene_protein,SNORD98,NCBI,Gene
61032,692212,gene_protein,SNORD99,NCBI,Gene
61033,692213,gene_protein,SNORD110,NCBI,Gene
61034,692214,gene_protein,SNORD111,NCBI,Gene
61035,692215,gene_protein,SNORD112,NCBI,Gene
61036,692223,gene_protein,SNORD97,NCBI,Gene
61037,692225,gene_protein,SNORD94,NCBI,Gene
61038,692227,gene_protein,SNORD104,NCBI,Gene
61039,692229,gene_protein,SNORD105,NCBI,Gene
61040,692233,gene_protein,SNORD117,NCBI,Gene
61041,692234,gene_protein,SNORD103A,NCBI,Gene
61042,727708,gene_protein,SNORD116-19,NCBI,Gene
61043,728606,gene_protein,PCAT18,NCBI,Gene
61044,767563,gene_protein,SNORD113-3,NCBI,Gene
61045,767564,gene_protein,SNORD113-4,NCBI,Gene
61046,767565,gene_protein,SNORD113-5,NCBI,Gene
61047,767566,gene_protein,SNORD113-6,NCBI,Gene
61048,767567,gene_protein,SNORD113-7,NCBI,Gene
61049,767568,gene_protein,SNORD113-8,NCBI,Gene
61050,767569,gene_protein,SNORD113-9,NCBI,Gene
61051,767577,gene_protein,SNORD114-1,NCBI,Gene
61052,767578,gene_protein,SNORD114-2,NCBI,Gene
61053,767579,gene_protein,SNORD114-3,NCBI,Gene
61054,767580,gene_protein,SNORD114-4,NCBI,Gene
61055,767581,gene_protein,SNORD114-5,NCBI,Gene
61056,767582,gene_protein,SNORD114-6,NCBI,Gene
61057,767583,gene_protein,SNORD114-7,NCBI,Gene
61058,767584,gene_protein,SNORD114-8,NCBI,Gene
61059,767585,gene_protein,SNORD114-9,NCBI,Gene
61060,767588,gene_protein,SNORD114-10,NCBI,Gene
61061,767589,gene_protein,SNORD114-11,NCBI,Gene
61062,767590,gene_protein,SNORD114-12,NCBI,Gene
61063,767591,gene_protein,SNORD114-13,NCBI,Gene
61064,767592,gene_protein,SNORD114-14,NCBI,Gene
61065,767593,gene_protein,SNORD114-15,NCBI,Gene
61066,767594,gene_protein,SNORD114-16,NCBI,Gene
61067,767595,gene_protein,SNORD114-17,NCBI,Gene
61068,767596,gene_protein,SNORD114-18,NCBI,Gene
61069,767597,gene_protein,SNORD114-19,NCBI,Gene
61070,767598,gene_protein,SNORD114-20,NCBI,Gene
61071,767599,gene_protein,SNORD114-21,NCBI,Gene
61072,767600,gene_protein,SNORD114-22,NCBI,Gene
61073,767603,gene_protein,SNORD114-23,NCBI,Gene
61074,767604,gene_protein,SNORD114-24,NCBI,Gene
61075,767605,gene_protein,SNORD114-25,NCBI,Gene
61076,767606,gene_protein,SNORD114-26,NCBI,Gene
61077,767608,gene_protein,SNORD114-27,NCBI,Gene
61078,767609,gene_protein,SNORD114-28,NCBI,Gene
61079,767610,gene_protein,SNORD114-29,NCBI,Gene
61080,767611,gene_protein,SNORD114-30,NCBI,Gene
61081,767612,gene_protein,SNORD114-31,NCBI,Gene
61082,780853,gene_protein,SNORD3C,NCBI,Gene
61083,780854,gene_protein,SNORD3D,NCBI,Gene
61084,100033414,gene_protein,SNORD116-2,NCBI,Gene
61085,100033415,gene_protein,SNORD116-3,NCBI,Gene
61086,100033416,gene_protein,SNORD116-4,NCBI,Gene
61087,100033417,gene_protein,SNORD116-5,NCBI,Gene
61088,100033418,gene_protein,SNORD116-6,NCBI,Gene
61089,100033420,gene_protein,SNORD116-8,NCBI,Gene
61090,100033422,gene_protein,SNORD116-10,NCBI,Gene
61091,100033423,gene_protein,SNORD116-11,NCBI,Gene
61092,100033424,gene_protein,SNORD116-12,NCBI,Gene
61093,100033425,gene_protein,SNORD116-13,NCBI,Gene
61094,100033426,gene_protein,SNORD116-14,NCBI,Gene
61095,100033427,gene_protein,SNORD116-15,NCBI,Gene
61096,100033428,gene_protein,SNORD116-16,NCBI,Gene
61097,100033430,gene_protein,SNORD116-18,NCBI,Gene
61098,100033431,gene_protein,SNORD116-20,NCBI,Gene
61099,100033432,gene_protein,SNORD116-21,NCBI,Gene
61100,100033433,gene_protein,SNORD116-22,NCBI,Gene
61101,100033434,gene_protein,SNORD116-23,NCBI,Gene
61102,100033435,gene_protein,SNORD116-24,NCBI,Gene
61103,100033436,gene_protein,SNORD116-25,NCBI,Gene
61104,100033437,gene_protein,SNORD115-2,NCBI,Gene
61105,100033438,gene_protein,SNORD116-26,NCBI,Gene
61106,100033439,gene_protein,SNORD116-27,NCBI,Gene
61107,100033440,gene_protein,SNORD115-3,NCBI,Gene
61108,100033441,gene_protein,SNORD115-4,NCBI,Gene
61109,100033442,gene_protein,SNORD115-5,NCBI,Gene
61110,100033443,gene_protein,SNORD115-6,NCBI,Gene
61111,100033444,gene_protein,SNORD115-7,NCBI,Gene
61112,100033445,gene_protein,SNORD115-8,NCBI,Gene
61113,100033446,gene_protein,SNORD115-9,NCBI,Gene
61114,100033447,gene_protein,SNORD115-10,NCBI,Gene
61115,100033448,gene_protein,SNORD115-11,NCBI,Gene
61116,100033450,gene_protein,SNORD115-13,NCBI,Gene
61117,100033451,gene_protein,SNORD115-14,NCBI,Gene
61118,100033453,gene_protein,SNORD115-15,NCBI,Gene
61119,100033454,gene_protein,SNORD115-16,NCBI,Gene
61121,100033460,gene_protein,SNORD115-20,NCBI,Gene
61122,100033603,gene_protein,SNORD115-21,NCBI,Gene
61123,100033799,gene_protein,SNORD115-22,NCBI,Gene
61124,100033800,gene_protein,SNORD115-23,NCBI,Gene
61125,100033801,gene_protein,SNORD115-25,NCBI,Gene
61126,100033802,gene_protein,SNORD115-26,NCBI,Gene
61127,100033804,gene_protein,SNORD115-30,NCBI,Gene
61128,100033805,gene_protein,SNORD115-31,NCBI,Gene
61129,100033806,gene_protein,SNORD115-32,NCBI,Gene
61130,100033807,gene_protein,SNORD115-33,NCBI,Gene
61131,100033808,gene_protein,SNORD115-34,NCBI,Gene
61132,100033809,gene_protein,SNORD115-35,NCBI,Gene
61133,100033811,gene_protein,SNORD115-37,NCBI,Gene
61134,100033812,gene_protein,SNORD115-38,NCBI,Gene
61135,100033813,gene_protein,SNORD115-39,NCBI,Gene
61136,100033814,gene_protein,SNORD115-40,NCBI,Gene
61137,100033815,gene_protein,SNORD115-41,NCBI,Gene
61138,100033816,gene_protein,SNORD115-42,NCBI,Gene
61139,100033818,gene_protein,SNORD115-44,NCBI,Gene
61140,100033821,gene_protein,SNORD116-29,NCBI,Gene
61141,100033822,gene_protein,SNORD115-48,NCBI,Gene
61142,100036563,gene_protein,SNORD115-24,NCBI,Gene
61143,100036564,gene_protein,SNORD115-27,NCBI,Gene
61144,100036565,gene_protein,SNORD115-28,NCBI,Gene
61145,100036566,gene_protein,SNORD115-45,NCBI,Gene
61146,100113379,gene_protein,SNORD121A,NCBI,Gene
61147,100113380,gene_protein,SNORD125,NCBI,Gene
61148,100113381,gene_protein,SNORD19B,NCBI,Gene
61149,100113382,gene_protein,SNORD105B,NCBI,Gene
61150,100113384,gene_protein,SNORD123,NCBI,Gene
61151,100113389,gene_protein,SNORD127,NCBI,Gene
61152,100113391,gene_protein,SNORD126,NCBI,Gene
61153,100113392,gene_protein,SNORD11B,NCBI,Gene
61154,100113393,gene_protein,SNORD12B,NCBI,Gene
61155,100113402,gene_protein,SNORD111B,NCBI,Gene
61156,100124516,gene_protein,SNORD58C,NCBI,Gene
61157,100124534,gene_protein,SNORA84,NCBI,Gene
61158,100124535,gene_protein,SNORA36C,NCBI,Gene
61159,100124536,gene_protein,SNORA38B,NCBI,Gene
61160,100124537,gene_protein,SNORA70B,NCBI,Gene
61161,100124538,gene_protein,SNORA70C,NCBI,Gene
61162,100124539,gene_protein,SNORA11B,NCBI,Gene
61163,100124540,gene_protein,SNORA11C,NCBI,Gene
61164,100124541,gene_protein,SNORA11D,NCBI,Gene
61165,100158262,gene_protein,SCARNA9L,NCBI,Gene
61166,100302143,gene_protein,MIR1248,NCBI,Gene
61167,100302743,gene_protein,SNORA80B,NCBI,Gene
61168,100337591,gene_protein,SNORA70F,NCBI,Gene
61169,100379132,gene_protein,SNORA70G,NCBI,Gene
61170,100379141,gene_protein,SNORA70D,NCBI,Gene
61171,100379250,gene_protein,SNORA70E,NCBI,Gene
61172,100500918,gene_protein,MIR3651,NCBI,Gene
61173,100506409,gene_protein,ELOVL2-AS1,NCBI,Gene
61174,100847052,gene_protein,MIR664B,NCBI,Gene
61175,100873856,gene_protein,SNORD116-30,NCBI,Gene
61176,100873857,gene_protein,SNORD115-46,NCBI,Gene
61177,101340251,gene_protein,SNORD124,NCBI,Gene
61178,101340252,gene_protein,SNORD121B,NCBI,Gene
61179,101926996,gene_protein,RUNDC3A-AS1,NCBI,Gene
61181,102466864,gene_protein,MIR6516,NCBI,Gene
61182,104266958,gene_protein,LINC01151,NCBI,Gene
61183,104472715,gene_protein,SNHG14,NCBI,Gene
61184,106633801,gene_protein,SCARNA28,NCBI,Gene
61185,106633804,gene_protein,SNORD135,NCBI,Gene
61186,107397391,gene_protein,SCARNA21B,NCBI,Gene
61187,107397392,gene_protein,SCARNA18B,NCBI,Gene
61188,109616958,gene_protein,SNORA50D,NCBI,Gene
61189,109616959,gene_protein,SNORA80C,NCBI,Gene
61190,109616960,gene_protein,SNORA10B,NCBI,Gene
61191,109616961,gene_protein,SNORA11G,NCBI,Gene
61192,109616962,gene_protein,SNORA15B-1,NCBI,Gene
61193,109616963,gene_protein,SNORA20B,NCBI,Gene
61194,109616964,gene_protein,SNORA22B,NCBI,Gene
61196,109616966,gene_protein,SNORA31B,NCBI,Gene
61197,109616967,gene_protein,SNORA40B,NCBI,Gene
61198,109616968,gene_protein,SNORA40C,NCBI,Gene
61199,109616969,gene_protein,SNORA48B,NCBI,Gene
61200,109616970,gene_protein,SNORA63C,NCBI,Gene
61201,109616972,gene_protein,SNORA68B,NCBI,Gene
61202,109616973,gene_protein,SNORA70J,NCBI,Gene
61203,109616974,gene_protein,SNORA74C-1,NCBI,Gene
61204,109616976,gene_protein,SNORA79B,NCBI,Gene
61205,109616977,gene_protein,SNORA9B,NCBI,Gene
61206,109616978,gene_protein,SNORD31B,NCBI,Gene
61207,109616979,gene_protein,SNORD38D,NCBI,Gene
61208,109616980,gene_protein,SNORD65B,NCBI,Gene
61209,109616981,gene_protein,SNORD65C,NCBI,Gene
61210,109616982,gene_protein,SNORD77B,NCBI,Gene
61211,109616983,gene_protein,SNORD3F,NCBI,Gene
61212,109616984,gene_protein,SNORD3G,NCBI,Gene
61213,109616985,gene_protein,SNORD3J,NCBI,Gene
61214,109616986,gene_protein,SNORD13F,NCBI,Gene
61215,109616987,gene_protein,SNORD13G,NCBI,Gene
61216,109616988,gene_protein,SNORD13I,NCBI,Gene
61217,109616989,gene_protein,SNORD13C,NCBI,Gene
61218,109616990,gene_protein,SNORD13D,NCBI,Gene
61219,109616992,gene_protein,SNORA30B,NCBI,Gene
61220,109616993,gene_protein,SNORA70H,NCBI,Gene
61221,109616994,gene_protein,SNORA75B,NCBI,Gene
61222,109616995,gene_protein,SNORD70B,NCBI,Gene
61223,109616996,gene_protein,SNORD3I,NCBI,Gene
61224,109616997,gene_protein,SNORA3C,NCBI,Gene
61225,109616998,gene_protein,SNORA50B,NCBI,Gene
61226,109616999,gene_protein,SNORA80D,NCBI,Gene
61227,109617000,gene_protein,SNORA11F,NCBI,Gene
61228,109617001,gene_protein,SNORA1B,NCBI,Gene
61229,109617003,gene_protein,SNORA24B,NCBI,Gene
61230,109617004,gene_protein,SNORA35B,NCBI,Gene
61231,109617005,gene_protein,SNORA41B,NCBI,Gene
61232,109617006,gene_protein,SNORA63B,NCBI,Gene
61233,109617007,gene_protein,SNORA63E,NCBI,Gene
61234,109617008,gene_protein,SNORA70I,NCBI,Gene
61235,109617009,gene_protein,SNORA74C-2,NCBI,Gene
61236,109617010,gene_protein,SNORA77B,NCBI,Gene
61237,109617011,gene_protein,SNORD28B,NCBI,Gene
61238,109617012,gene_protein,SNORD53B,NCBI,Gene
61239,109617013,gene_protein,SNORD63B,NCBI,Gene
61240,109617014,gene_protein,SNORD74B,NCBI,Gene
61241,109617015,gene_protein,SNORD3E,NCBI,Gene
61242,109617016,gene_protein,SNORD3H,NCBI,Gene
61243,109617017,gene_protein,SNORD3K,NCBI,Gene
61244,109617018,gene_protein,SNORD13H,NCBI,Gene
61245,109617019,gene_protein,SNORD13B-1,NCBI,Gene
61246,109617020,gene_protein,SNORD13E,NCBI,Gene
61247,109617023,gene_protein,SNORA58B,NCBI,Gene
61248,109617024,gene_protein,SNORD38C,NCBI,Gene
61249,109617025,gene_protein,SNORD13J,NCBI,Gene
61250,109623459,gene_protein,SNORA25B,NCBI,Gene
61251,109623460,gene_protein,SNORD138,NCBI,Gene
61252,109623469,gene_protein,SNORD175,NCBI,Gene
61253,109623480,gene_protein,SNORD173,NCBI,Gene
61254,113839518,gene_protein,MIR1843,NCBI,Gene
61255,317762,gene_protein,CCDC85C,NCBI,Gene
61256,55889,gene_protein,GOLGA6B,NCBI,Gene
61257,283796,gene_protein,GOLGA8IP,NCBI,Gene
61258,643699,gene_protein,GOLGA8N,NCBI,Gene
61259,653061,gene_protein,GOLGA8S,NCBI,Gene
61260,653073,gene_protein,GOLGA8J,NCBI,Gene
61261,653075,gene_protein,GOLGA8T,NCBI,Gene
61262,653125,gene_protein,GOLGA8K,NCBI,Gene
61263,653641,gene_protein,GOLGA6C,NCBI,Gene
61264,653643,gene_protein,GOLGA6D,NCBI,Gene
61265,653720,gene_protein,GOLGA8M,NCBI,Gene
61266,727909,gene_protein,GOLGA8Q,NCBI,Gene
61267,728498,gene_protein,GOLGA8H,NCBI,Gene
61268,729786,gene_protein,GOLGA8CP,NCBI,Gene
61269,101059918,gene_protein,GOLGA8R,NCBI,Gene
61270,401089,gene_protein,FOXL2NB,NCBI,Gene
